id_venta,id_pedido,id_cliente,nombre_cliente,correo_cliente,fecha_registro_cliente,canal_venta,categoria_producto,producto,cantidad,precio_unitario,subtotal_linea,tipo_pedido,con_reservacion,id_mesa,ubicacion_mesa,tipo_mesa,fecha_reservacion,estado_reservacion,fecha_pedido,hora_pedido,estado_pedido,metodo_pago,estado_pago,subtotal_pedido,impuestos,total_pedido,tiempo_entrega_min,calificacion_servicio,tipo_cliente,origen_ecommerce
3035,2219,15,Renata Martínez,renata.martínez15@correo.com,2025-06-25,Presencial (mesero),Bebidas frías,Jugo de naranja,1,34.47,34.47,en el lugar,False,4.0,Barra,individual,,,2026-02-20,08:45:00,entregado,transferencia,pagado,336.67,53.87,390.54,17.0,4.0,VIP,False
3036,2219,15,Renata Martínez,renata.martínez15@correo.com,2025-06-25,Presencial (mesero),Alimentos,Bagel con queso crema,3,54.74,164.22,en el lugar,False,4.0,Barra,individual,,,2026-02-20,08:45:00,entregado,transferencia,pagado,336.67,53.87,390.54,17.0,4.0,VIP,False
3037,2220,209,Estefanía Morales,estefanía.morales209@correo.com,2026-08-03,Presencial (mesero),Repostería,Croissant,3,59.44,178.32,en el lugar,True,12.0,Salón principal,pareja,2026-08-07,pendiente,2026-08-08,20:20:00,entregado,efectivo,pagado,178.32,28.53,206.85,9.0,5.0,Frecuente,False
3038,2221,52,José Reyes,josé.reyes52@correo.com,2025-09-29,Página web,Bebidas calientes,Té chai,1,26.65,26.65,para llevar,False,,,,,,2026-04-02,18:20:00,entregado,pago en línea,pagado,243.14,38.9,282.04,43.0,5.0,VIP,True
3039,2221,52,José Reyes,josé.reyes52@correo.com,2025-09-29,Página web,Repostería,Concha,3,51.08,153.24,para llevar,False,,,,,,2026-04-02,18:20:00,entregado,pago en línea,pagado,243.14,38.9,282.04,43.0,5.0,VIP,True
3040,2221,52,José Reyes,josé.reyes52@correo.com,2025-09-29,Página web,Café caliente,Espresso,1,29.87,29.87,para llevar,False,,,,,,2026-04-02,18:20:00,entregado,pago en línea,pagado,243.14,38.9,282.04,43.0,5.0,VIP,True
3041,2221,52,José Reyes,josé.reyes52@correo.com,2025-09-29,Página web,Bebidas calientes,Chocolate caliente,1,33.38,33.38,para llevar,False,,,,,,2026-04-02,18:20:00,entregado,pago en línea,pagado,243.14,38.9,282.04,43.0,5.0,VIP,True
3042,2222,144,Raúl Ortiz,raúl.ortiz144@correo.com,2026-07-23,Página web,Repostería,Brownie,2,42.51,85.02,en el lugar,False,20.0,Barra,grupal,,,2026-08-10,18:15:00,en preparación,pago en línea,pagado,300.4,48.06,348.46,,,Frecuente,True
3043,2222,144,Raúl Ortiz,raúl.ortiz144@correo.com,2026-07-23,Página web,Café frío,Café helado,3,49.76,149.28,en el lugar,False,20.0,Barra,grupal,,,2026-08-10,18:15:00,en preparación,pago en línea,pagado,300.4,48.06,348.46,,,Frecuente,True
3044,2222,144,Raúl Ortiz,raúl.ortiz144@correo.com,2026-07-23,Página web,Café caliente,Café de olla,2,33.05,66.1,en el lugar,False,20.0,Barra,grupal,,,2026-08-10,18:15:00,en preparación,pago en línea,pagado,300.4,48.06,348.46,,,Frecuente,True
3045,2223,34,Pablo López,pablo.lópez34@correo.com,2025-05-12,Presencial (mesero),Repostería,Dona glaseada,1,54.11,54.11,para llevar,False,,,,,,2026-01-08,16:05:00,cancelado,transferencia,reembolsado,351.65,56.26,407.91,,,Frecuente,False
3046,2223,34,Pablo López,pablo.lópez34@correo.com,2025-05-12,Presencial (mesero),Café frío,Frappé de café,3,61.3,183.9,para llevar,False,,,,,,2026-01-08,16:05:00,cancelado,transferencia,reembolsado,351.65,56.26,407.91,,,Frecuente,False
3047,2223,34,Pablo López,pablo.lópez34@correo.com,2025-05-12,Presencial (mesero),Café caliente,Latte,1,46.7,46.7,para llevar,False,,,,,,2026-01-08,16:05:00,cancelado,transferencia,reembolsado,351.65,56.26,407.91,,,Frecuente,False
3048,2223,34,Pablo López,pablo.lópez34@correo.com,2025-05-12,Presencial (mesero),Bebidas calientes,Infusión de manzanilla,2,33.47,66.94,para llevar,False,,,,,,2026-01-08,16:05:00,cancelado,transferencia,reembolsado,351.65,56.26,407.91,,,Frecuente,False
3049,2224,174,Michelle Torres,michelle.torres174@correo.com,2026-08-14,Página web,Café caliente,Café de olla,3,38.56,115.68,en el lugar,False,16.0,Salón principal,pareja,,,2026-08-17,15:25:00,entregado,pago en línea,pagado,188.1,30.1,218.2,28.0,3.0,Frecuente,True
3050,2224,174,Michelle Torres,michelle.torres174@correo.com,2026-08-14,Página web,Café caliente,Espresso,2,36.21,72.42,en el lugar,False,16.0,Salón principal,pareja,,,2026-08-17,15:25:00,entregado,pago en línea,pagado,188.1,30.1,218.2,28.0,3.0,Frecuente,True
3051,2225,49,Pablo Hernández,pablo.hernández49@correo.com,2025-04-06,Presencial (mesero),Café caliente,Latte,1,53.77,53.77,para llevar,False,,,,,,2025-05-20,16:00:00,entregado,efectivo,pagado,474.56,75.93,550.49,20.0,3.0,VIP,False
3052,2225,49,Pablo Hernández,pablo.hernández49@correo.com,2025-04-06,Presencial (mesero),Café frío,Frappé de café,2,61.37,122.74,para llevar,False,,,,,,2025-05-20,16:00:00,entregado,efectivo,pagado,474.56,75.93,550.49,20.0,3.0,VIP,False
3053,2225,49,Pablo Hernández,pablo.hernández49@correo.com,2025-04-06,Presencial (mesero),Bebidas calientes,Chocolate caliente,3,44.77,134.31,para llevar,False,,,,,,2025-05-20,16:00:00,entregado,efectivo,pagado,474.56,75.93,550.49,20.0,3.0,VIP,False
3054,2225,49,Pablo Hernández,pablo.hernández49@correo.com,2025-04-06,Presencial (mesero),Repostería,Pay de queso,3,54.58,163.74,para llevar,False,,,,,,2025-05-20,16:00:00,entregado,efectivo,pagado,474.56,75.93,550.49,20.0,3.0,VIP,False
3055,2226,81,María Reyes,maría.reyes81@correo.com,2025-02-09,Presencial (mostrador),Café caliente,Café de olla,2,39.97,79.94,para llevar,False,,,,,,2025-02-22,08:00:00,entregado,transferencia,pagado,164.24,26.28,190.52,19.0,2.0,Frecuente,False
3056,2226,81,María Reyes,maría.reyes81@correo.com,2025-02-09,Presencial (mostrador),Café caliente,Mocaccino,3,28.1,84.3,para llevar,False,,,,,,2025-02-22,08:00:00,entregado,transferencia,pagado,164.24,26.28,190.52,19.0,2.0,Frecuente,False
3057,2227,152,Emilio Flores,emilio.flores152@correo.com,2025-08-21,Página web,Bebidas calientes,Infusión de manzanilla,2,33.34,66.68,en el lugar,True,18.0,Salón principal,grupal,2026-05-17,completada,2026-05-17,17:15:00,entregado,transferencia,pagado,115.48,18.48,133.96,9.0,4.0,Frecuente,True
3058,2227,152,Emilio Flores,emilio.flores152@correo.com,2025-08-21,Página web,Café caliente,Americano,1,48.8,48.8,en el lugar,True,18.0,Salón principal,grupal,2026-05-17,completada,2026-05-17,17:15:00,entregado,transferencia,pagado,115.48,18.48,133.96,9.0,4.0,Frecuente,True
3059,2228,250,Diego Romero,diego.romero250@correo.com,2025-02-14,Página web,Bebidas frías,Agua mineral,1,35.6,35.6,para llevar,False,,,,,,2026-07-23,19:05:00,entregado,pago en línea,pagado,128.59,20.57,149.16,30.0,5.0,VIP,True
3060,2228,250,Diego Romero,diego.romero250@correo.com,2025-02-14,Página web,Bebidas calientes,Té verde,1,40.38,40.38,para llevar,False,,,,,,2026-07-23,19:05:00,entregado,pago en línea,pagado,128.59,20.57,149.16,30.0,5.0,VIP,True
3061,2228,250,Diego Romero,diego.romero250@correo.com,2025-02-14,Página web,Café caliente,Capuchino,1,52.61,52.61,para llevar,False,,,,,,2026-07-23,19:05:00,entregado,pago en línea,pagado,128.59,20.57,149.16,30.0,5.0,VIP,True
3062,2229,140,Óscar Ramírez,óscar.ramírez140@correo.com,2026-04-21,Página web,Café caliente,Café de olla,3,43.78,131.34,en el lugar,True,20.0,Barra,pareja,2026-07-16,completada,2026-07-17,15:15:00,entregado,pago en línea,pagado,204.0,32.64,236.64,38.0,4.0,Frecuente,True
3063,2229,140,Óscar Ramírez,óscar.ramírez140@correo.com,2026-04-21,Página web,Café caliente,Mocaccino,2,36.33,72.66,en el lugar,True,20.0,Barra,pareja,2026-07-16,completada,2026-07-17,15:15:00,entregado,pago en línea,pagado,204.0,32.64,236.64,38.0,4.0,Frecuente,True
3064,2230,61,Sergio Ramírez,sergio.ramírez61@correo.com,2025-09-29,Presencial (mostrador),Alimentos,Bagel con queso crema,3,66.62,199.86,en el lugar,True,16.0,Barra,pareja,2026-04-25,completada,2026-04-25,18:25:00,entregado,efectivo,pagado,261.33,41.81,303.14,18.0,5.0,Frecuente,False
3065,2230,61,Sergio Ramírez,sergio.ramírez61@correo.com,2025-09-29,Presencial (mostrador),Bebidas frías,Agua mineral,3,20.49,61.47,en el lugar,True,16.0,Barra,pareja,2026-04-25,completada,2026-04-25,18:25:00,entregado,efectivo,pagado,261.33,41.81,303.14,18.0,5.0,Frecuente,False
3066,2231,169,Diego López,diego.lópez169@correo.com,2025-09-30,Página web,Bebidas frías,Limonada,2,28.95,57.9,para llevar,False,,,,,,2026-05-23,13:10:00,entregado,pago en línea,pagado,57.9,9.26,67.16,33.0,5.0,VIP,True
3067,2232,238,María Díaz,maría.díaz238@correo.com,2026-07-12,Página web,Bebidas frías,Jugo de naranja,2,22.12,44.24,en el lugar,False,18.0,Terraza,pareja,,,2026-08-01,09:10:00,entregado,pago en línea,pagado,289.83,46.37,336.2,9.0,5.0,Frecuente,True
3068,2232,238,María Díaz,maría.díaz238@correo.com,2026-07-12,Página web,Repostería,Muffin de arándano,3,46.79,140.37,en el lugar,False,18.0,Terraza,pareja,,,2026-08-01,09:10:00,entregado,pago en línea,pagado,289.83,46.37,336.2,9.0,5.0,Frecuente,True
3069,2232,238,María Díaz,maría.díaz238@correo.com,2026-07-12,Página web,Alimentos,Panini de jamón y queso,2,52.61,105.22,en el lugar,False,18.0,Terraza,pareja,,,2026-08-01,09:10:00,entregado,pago en línea,pagado,289.83,46.37,336.2,9.0,5.0,Frecuente,True
3070,2233,127,Diego Martínez,diego.martínez127@correo.com,2025-02-11,Presencial (mesero),Alimentos,Bagel con queso crema,2,73.58,147.16,en el lugar,True,3.0,Zona de estudio,individual,2025-08-19,completada,2025-08-22,15:25:00,en preparación,tarjeta,pagado,339.28,54.28,393.56,,,Frecuente,False
3071,2233,127,Diego Martínez,diego.martínez127@correo.com,2025-02-11,Presencial (mesero),Café frío,Café helado,1,61.02,61.02,en el lugar,True,3.0,Zona de estudio,individual,2025-08-19,completada,2025-08-22,15:25:00,en preparación,tarjeta,pagado,339.28,54.28,393.56,,,Frecuente,False
3072,2233,127,Diego Martínez,diego.martínez127@correo.com,2025-02-11,Presencial (mesero),Repostería,Concha,3,43.7,131.1,en el lugar,True,3.0,Zona de estudio,individual,2025-08-19,completada,2025-08-22,15:25:00,en preparación,tarjeta,pagado,339.28,54.28,393.56,,,Frecuente,False
3073,2234,248,Estefanía García,estefanía.garcía248@correo.com,2025-03-07,Presencial (mostrador),Café caliente,Mocaccino,2,44.29,88.58,para llevar,False,,,,,,2025-07-01,20:20:00,en preparación,tarjeta,pagado,88.58,14.17,102.75,,,Frecuente,False
3074,2235,227,José Torres,josé.torres227@correo.com,2026-07-04,Página web,Bebidas frías,Limonada,2,20.36,40.72,en el lugar,True,16.0,Zona de estudio,grupal,2026-07-18,pendiente,2026-07-21,16:55:00,entregado,pago en línea,pagado,195.76,31.32,227.08,40.0,5.0,VIP,True
3075,2235,227,José Torres,josé.torres227@correo.com,2026-07-04,Página web,Café caliente,Mocaccino,3,51.68,155.04,en el lugar,True,16.0,Zona de estudio,grupal,2026-07-18,pendiente,2026-07-21,16:55:00,entregado,pago en línea,pagado,195.76,31.32,227.08,40.0,5.0,VIP,True
3076,2236,11,Mariana Vázquez,mariana.vázquez11@correo.com,2025-07-16,Página web,Café frío,Cold brew,2,39.86,79.72,para llevar,False,,,,,,2026-02-01,20:50:00,entregado,tarjeta,pagado,176.0,28.16,204.16,39.0,5.0,Frecuente,True
3077,2236,11,Mariana Vázquez,mariana.vázquez11@correo.com,2025-07-16,Página web,Café frío,Frappuccino de caramelo,1,53.14,53.14,para llevar,False,,,,,,2026-02-01,20:50:00,entregado,tarjeta,pagado,176.0,28.16,204.16,39.0,5.0,Frecuente,True
3078,2236,11,Mariana Vázquez,mariana.vázquez11@correo.com,2025-07-16,Página web,Café caliente,Mocaccino,1,43.14,43.14,para llevar,False,,,,,,2026-02-01,20:50:00,entregado,tarjeta,pagado,176.0,28.16,204.16,39.0,5.0,Frecuente,True
3079,2237,13,María Reyes,maría.reyes13@correo.com,2025-10-12,Presencial (mesero),Repostería,Croissant,2,41.44,82.88,en el lugar,False,14.0,Salón principal,pareja,,,2026-01-20,07:10:00,listo,transferencia,pagado,365.86,58.54,424.4,31.0,,Frecuente,False
3080,2237,13,María Reyes,maría.reyes13@correo.com,2025-10-12,Presencial (mesero),Bebidas calientes,Té verde,2,44.88,89.76,en el lugar,False,14.0,Salón principal,pareja,,,2026-01-20,07:10:00,listo,transferencia,pagado,365.86,58.54,424.4,31.0,,Frecuente,False
3081,2237,13,María Reyes,maría.reyes13@correo.com,2025-10-12,Presencial (mesero),Bebidas calientes,Té verde,2,34.9,69.8,en el lugar,False,14.0,Salón principal,pareja,,,2026-01-20,07:10:00,listo,transferencia,pagado,365.86,58.54,424.4,31.0,,Frecuente,False
3082,2237,13,María Reyes,maría.reyes13@correo.com,2025-10-12,Presencial (mesero),Bebidas calientes,Té chai,3,41.14,123.42,en el lugar,False,14.0,Salón principal,pareja,,,2026-01-20,07:10:00,listo,transferencia,pagado,365.86,58.54,424.4,31.0,,Frecuente,False
3083,2238,1,Fernanda Hernández,fernanda.hernández1@correo.com,2025-10-09,Página web,Café frío,Café helado,3,44.91,134.73,en el lugar,False,16.0,Salón principal,pareja,,,2026-05-05,17:35:00,entregado,pago en línea,pagado,361.11,57.78,418.89,25.0,4.0,Recurrente,True
3084,2238,1,Fernanda Hernández,fernanda.hernández1@correo.com,2025-10-09,Página web,Café caliente,Capuchino,1,38.28,38.28,en el lugar,False,16.0,Salón principal,pareja,,,2026-05-05,17:35:00,entregado,pago en línea,pagado,361.11,57.78,418.89,25.0,4.0,Recurrente,True
3085,2238,1,Fernanda Hernández,fernanda.hernández1@correo.com,2025-10-09,Página web,Alimentos,Panini de jamón y queso,3,62.7,188.1,en el lugar,False,16.0,Salón principal,pareja,,,2026-05-05,17:35:00,entregado,pago en línea,pagado,361.11,57.78,418.89,25.0,4.0,Recurrente,True
3086,2239,145,Regina Cruz,regina.cruz145@correo.com,2025-01-18,Página web,Café frío,Frappuccino de caramelo,2,64.36,128.72,en el lugar,False,12.0,Barra,grupal,,,2026-06-20,10:20:00,entregado,pago en línea,pagado,536.89,85.9,622.79,18.0,5.0,Frecuente,True
3087,2239,145,Regina Cruz,regina.cruz145@correo.com,2025-01-18,Página web,Repostería,Brownie,1,35.96,35.96,en el lugar,False,12.0,Barra,grupal,,,2026-06-20,10:20:00,entregado,pago en línea,pagado,536.89,85.9,622.79,18.0,5.0,Frecuente,True
3088,2239,145,Regina Cruz,regina.cruz145@correo.com,2025-01-18,Página web,Café frío,Frappé de café,3,60.82,182.46,en el lugar,False,12.0,Barra,grupal,,,2026-06-20,10:20:00,entregado,pago en línea,pagado,536.89,85.9,622.79,18.0,5.0,Frecuente,True
3089,2239,145,Regina Cruz,regina.cruz145@correo.com,2025-01-18,Página web,Alimentos,Panini de jamón y queso,3,63.25,189.75,en el lugar,False,12.0,Barra,grupal,,,2026-06-20,10:20:00,entregado,pago en línea,pagado,536.89,85.9,622.79,18.0,5.0,Frecuente,True
3090,2240,176,Daniela Vázquez,daniela.vázquez176@correo.com,2026-03-23,Página web,Bebidas frías,Té helado,1,27.12,27.12,en el lugar,False,10.0,Salón principal,grupal,,,2026-07-05,19:45:00,entregado,pago en línea,pagado,176.11,28.18,204.29,33.0,4.0,Frecuente,True
3091,2240,176,Daniela Vázquez,daniela.vázquez176@correo.com,2026-03-23,Página web,Bebidas calientes,Té verde,3,31.38,94.14,en el lugar,False,10.0,Salón principal,grupal,,,2026-07-05,19:45:00,entregado,pago en línea,pagado,176.11,28.18,204.29,33.0,4.0,Frecuente,True
3092,2240,176,Daniela Vázquez,daniela.vázquez176@correo.com,2026-03-23,Página web,Café caliente,Capuchino,1,54.85,54.85,en el lugar,False,10.0,Salón principal,grupal,,,2026-07-05,19:45:00,entregado,pago en línea,pagado,176.11,28.18,204.29,33.0,4.0,Frecuente,True
3093,2241,135,Julián Castillo,julián.castillo135@correo.com,2026-03-15,Presencial (mostrador),Bebidas frías,Té helado,2,33.94,67.88,para llevar,False,,,,,,2026-07-11,09:55:00,entregado,efectivo,pagado,158.61,25.38,183.99,45.0,3.0,VIP,False
3094,2241,135,Julián Castillo,julián.castillo135@correo.com,2026-03-15,Presencial (mostrador),Alimentos,Bagel con queso crema,1,90.73,90.73,para llevar,False,,,,,,2026-07-11,09:55:00,entregado,efectivo,pagado,158.61,25.38,183.99,45.0,3.0,VIP,False
3095,2242,4,Diego Jiménez,diego.jiménez4@correo.com,2025-01-28,Presencial (mesero),Café frío,Frappé de café,1,36.9,36.9,para llevar,False,,,,,,2025-12-16,11:50:00,entregado,transferencia,pagado,36.9,5.9,42.8,30.0,5.0,VIP,False
3096,2243,229,Diego Ortiz,diego.ortiz229@correo.com,2025-01-26,Presencial (mesero),Repostería,Croissant,1,37.02,37.02,en el lugar,False,10.0,Zona de estudio,individual,,,2025-05-18,12:00:00,entregado,transferencia,pagado,37.02,5.92,42.94,37.0,5.0,Frecuente,False
3097,2244,31,Regina Hernández,regina.hernández31@correo.com,2025-04-25,Presencial (mostrador),Café caliente,Americano,2,34.45,68.9,en el lugar,False,16.0,Zona de estudio,individual,,,2026-02-24,11:50:00,entregado,transferencia,pagado,68.9,11.02,79.92,25.0,4.0,Frecuente,False
3098,2245,144,Raúl Ortiz,raúl.ortiz144@correo.com,2026-07-23,Página web,Café caliente,Mocaccino,2,29.38,58.76,en el lugar,False,5.0,Barra,grupal,,,2026-08-19,09:30:00,entregado,pago en línea,pagado,182.5,29.2,211.7,35.0,4.0,Frecuente,True
3099,2245,144,Raúl Ortiz,raúl.ortiz144@correo.com,2026-07-23,Página web,Repostería,Pay de queso,1,32.82,32.82,en el lugar,False,5.0,Barra,grupal,,,2026-08-19,09:30:00,entregado,pago en línea,pagado,182.5,29.2,211.7,35.0,4.0,Frecuente,True
3100,2245,144,Raúl Ortiz,raúl.ortiz144@correo.com,2026-07-23,Página web,Café frío,Café helado,2,45.46,90.92,en el lugar,False,5.0,Barra,grupal,,,2026-08-19,09:30:00,entregado,pago en línea,pagado,182.5,29.2,211.7,35.0,4.0,Frecuente,True
3101,2246,239,Renata Sánchez,renata.sánchez239@correo.com,2025-05-06,Presencial (mesero),Repostería,Muffin de arándano,3,51.45,154.35,en el lugar,False,11.0,Terraza,individual,,,2025-05-26,19:45:00,entregado,tarjeta,pagado,347.71,55.63,403.34,23.0,4.0,VIP,False
3102,2246,239,Renata Sánchez,renata.sánchez239@correo.com,2025-05-06,Presencial (mesero),Café frío,Frappuccino de caramelo,1,55.96,55.96,en el lugar,False,11.0,Terraza,individual,,,2025-05-26,19:45:00,entregado,tarjeta,pagado,347.71,55.63,403.34,23.0,4.0,VIP,False
3103,2246,239,Renata Sánchez,renata.sánchez239@correo.com,2025-05-06,Presencial (mesero),Alimentos,Bagel con queso crema,2,68.7,137.4,en el lugar,False,11.0,Terraza,individual,,,2025-05-26,19:45:00,entregado,tarjeta,pagado,347.71,55.63,403.34,23.0,4.0,VIP,False
3104,2247,237,Valeria Cruz,valeria.cruz237@correo.com,2026-04-01,Página web,Repostería,Concha,1,31.08,31.08,en el lugar,False,11.0,Barra,pareja,,,2026-07-23,11:30:00,cancelado,pago en línea,pendiente,366.63,58.66,425.29,,,Frecuente,True
3105,2247,237,Valeria Cruz,valeria.cruz237@correo.com,2026-04-01,Página web,Alimentos,Sandwich club,3,70.68,212.04,en el lugar,False,11.0,Barra,pareja,,,2026-07-23,11:30:00,cancelado,pago en línea,pendiente,366.63,58.66,425.29,,,Frecuente,True
3106,2247,237,Valeria Cruz,valeria.cruz237@correo.com,2026-04-01,Página web,Bebidas frías,Té helado,3,30.22,90.66,en el lugar,False,11.0,Barra,pareja,,,2026-07-23,11:30:00,cancelado,pago en línea,pendiente,366.63,58.66,425.29,,,Frecuente,True
3107,2247,237,Valeria Cruz,valeria.cruz237@correo.com,2026-04-01,Página web,Bebidas calientes,Infusión de manzanilla,1,32.85,32.85,en el lugar,False,11.0,Barra,pareja,,,2026-07-23,11:30:00,cancelado,pago en línea,pendiente,366.63,58.66,425.29,,,Frecuente,True
3108,2248,34,Pablo López,pablo.lópez34@correo.com,2025-05-12,Página web,Bebidas calientes,Té verde,3,39.42,118.26,en el lugar,True,8.0,Zona de estudio,individual,2025-12-12,completada,2025-12-15,16:15:00,en preparación,pago en línea,pagado,118.26,18.92,137.18,,,Frecuente,True
3109,2249,79,Raúl Hernández,raúl.hernández79@correo.com,2025-07-03,Presencial (mesero),Repostería,Brownie,1,37.05,37.05,en el lugar,True,8.0,Terraza,individual,2026-04-04,completada,2026-04-05,09:10:00,entregado,transferencia,pagado,37.05,5.93,42.98,17.0,4.0,VIP,False
3110,2250,40,José Martínez,josé.martínez40@correo.com,2025-03-02,Presencial (mesero),Bebidas frías,Limonada,1,35.71,35.71,para llevar,False,,,,,,2025-04-29,09:25:00,entregado,efectivo,pagado,120.49,19.28,139.77,31.0,5.0,Frecuente,False
3111,2250,40,José Martínez,josé.martínez40@correo.com,2025-03-02,Presencial (mesero),Café frío,Frappé de café,2,42.39,84.78,para llevar,False,,,,,,2025-04-29,09:25:00,entregado,efectivo,pagado,120.49,19.28,139.77,31.0,5.0,Frecuente,False
3112,2251,77,María Díaz,maría.díaz77@correo.com,2026-07-28,Página web,Bebidas frías,Limonada,1,32.94,32.94,en el lugar,True,11.0,Zona de estudio,grupal,2026-08-11,completada,2026-08-11,13:35:00,entregado,pago en línea,pagado,32.94,5.27,38.21,31.0,5.0,VIP,True
3113,2252,184,Renata Castillo,renata.castillo184@correo.com,2025-05-15,Presencial (mesero),Repostería,Concha,3,39.28,117.84,en el lugar,False,19.0,Barra,pareja,,,2025-09-07,19:05:00,entregado,transferencia,pagado,117.84,18.85,136.69,37.0,4.0,VIP,False
3114,2253,47,Óscar López,óscar.lópez47@correo.com,2026-03-09,Presencial (mesero),Bebidas calientes,Té chai,3,39.87,119.61,en el lugar,False,15.0,Salón principal,individual,,,2026-08-10,09:30:00,entregado,tarjeta,pagado,149.18,23.87,173.05,45.0,5.0,VIP,False
3115,2253,47,Óscar López,óscar.lópez47@correo.com,2026-03-09,Presencial (mesero),Bebidas calientes,Infusión de manzanilla,1,29.57,29.57,en el lugar,False,15.0,Salón principal,individual,,,2026-08-10,09:30:00,entregado,tarjeta,pagado,149.18,23.87,173.05,45.0,5.0,VIP,False
3116,2254,120,Andrea Reyes,andrea.reyes120@correo.com,2025-06-19,Página web,Alimentos,Panini de jamón y queso,3,50.7,152.1,para llevar,False,,,,,,2026-03-27,10:30:00,entregado,pago en línea,pagado,523.38,83.74,607.12,20.0,5.0,Frecuente,True
3117,2254,120,Andrea Reyes,andrea.reyes120@correo.com,2025-06-19,Página web,Café caliente,Capuchino,3,31.7,95.1,para llevar,False,,,,,,2026-03-27,10:30:00,entregado,pago en línea,pagado,523.38,83.74,607.12,20.0,5.0,Frecuente,True
3118,2254,120,Andrea Reyes,andrea.reyes120@correo.com,2025-06-19,Página web,Bebidas frías,Refresco de cola,3,29.75,89.25,para llevar,False,,,,,,2026-03-27,10:30:00,entregado,pago en línea,pagado,523.38,83.74,607.12,20.0,5.0,Frecuente,True
3119,2254,120,Andrea Reyes,andrea.reyes120@correo.com,2025-06-19,Página web,Alimentos,Ensalada César,3,62.31,186.93,para llevar,False,,,,,,2026-03-27,10:30:00,entregado,pago en línea,pagado,523.38,83.74,607.12,20.0,5.0,Frecuente,True
3120,2255,156,Iván Ortiz,iván.ortiz156@correo.com,2026-05-06,Página web,Bebidas frías,Refresco de cola,2,31.1,62.2,para llevar,False,,,,,,2026-05-13,11:20:00,cancelado,pago en línea,reembolsado,206.53,33.04,239.57,,,VIP,True
3121,2255,156,Iván Ortiz,iván.ortiz156@correo.com,2026-05-06,Página web,Café caliente,Americano,3,48.11,144.33,para llevar,False,,,,,,2026-05-13,11:20:00,cancelado,pago en línea,reembolsado,206.53,33.04,239.57,,,VIP,True
3122,2256,68,Alejandro García,alejandro.garcía68@correo.com,2025-04-20,Presencial (mostrador),Repostería,Pay de queso,1,48.97,48.97,en el lugar,True,13.0,Terraza,individual,2025-10-14,completada,2025-10-14,07:10:00,entregado,transferencia,pagado,228.61,36.58,265.19,17.0,4.0,Frecuente,False
3123,2256,68,Alejandro García,alejandro.garcía68@correo.com,2025-04-20,Presencial (mostrador),Alimentos,Ensalada César,3,59.88,179.64,en el lugar,True,13.0,Terraza,individual,2025-10-14,completada,2025-10-14,07:10:00,entregado,transferencia,pagado,228.61,36.58,265.19,17.0,4.0,Frecuente,False
3124,2257,5,Pablo Morales,pablo.morales5@correo.com,2025-08-14,Presencial (mostrador),Alimentos,Bagel con queso crema,2,48.58,97.16,para llevar,False,,,,,,2025-12-14,19:30:00,entregado,efectivo,pagado,164.22,26.28,190.5,42.0,5.0,Frecuente,False
3125,2257,5,Pablo Morales,pablo.morales5@correo.com,2025-08-14,Presencial (mostrador),Repostería,Concha,2,33.53,67.06,para llevar,False,,,,,,2025-12-14,19:30:00,entregado,efectivo,pagado,164.22,26.28,190.5,42.0,5.0,Frecuente,False
3126,2258,194,Óscar Castillo,óscar.castillo194@correo.com,2026-05-11,Página web,Café frío,Frappé de café,1,58.13,58.13,para llevar,False,,,,,,2026-06-19,09:10:00,entregado,pago en línea,pagado,174.23,27.88,202.11,15.0,5.0,Frecuente,True
3127,2258,194,Óscar Castillo,óscar.castillo194@correo.com,2026-05-11,Página web,Bebidas calientes,Chocolate caliente,3,38.7,116.1,para llevar,False,,,,,,2026-06-19,09:10:00,entregado,pago en línea,pagado,174.23,27.88,202.11,15.0,5.0,Frecuente,True
3128,2259,60,Estefanía Gómez,estefanía.gómez60@correo.com,2025-09-25,Página web,Bebidas calientes,Infusión de manzanilla,3,44.81,134.43,para llevar,False,,,,,,2026-08-17,13:15:00,entregado,pago en línea,pagado,134.43,21.51,155.94,8.0,5.0,Frecuente,True
3129,2260,110,Renata Jiménez,renata.jiménez110@correo.com,2026-05-12,Página web,Café caliente,Espresso,1,37.55,37.55,para llevar,False,,,,,,2026-07-10,18:40:00,entregado,pago en línea,pagado,37.55,6.01,43.56,14.0,5.0,Frecuente,True
3130,2261,105,Lucía De la Cruz,lucía.delacruz105@correo.com,2026-07-25,Presencial (mesero),Café caliente,Mocaccino,2,46.12,92.24,para llevar,False,,,,,,2026-08-18,07:35:00,entregado,tarjeta,pagado,149.51,23.92,173.43,45.0,3.0,Frecuente,False
3131,2261,105,Lucía De la Cruz,lucía.delacruz105@correo.com,2026-07-25,Presencial (mesero),Bebidas frías,Agua mineral,1,22.08,22.08,para llevar,False,,,,,,2026-08-18,07:35:00,entregado,tarjeta,pagado,149.51,23.92,173.43,45.0,3.0,Frecuente,False
3132,2261,105,Lucía De la Cruz,lucía.delacruz105@correo.com,2026-07-25,Presencial (mesero),Café frío,Frappuccino de caramelo,1,35.19,35.19,para llevar,False,,,,,,2026-08-18,07:35:00,entregado,tarjeta,pagado,149.51,23.92,173.43,45.0,3.0,Frecuente,False
